City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
137,Bodden Town,KY,2022-12-19 15:47:42,19.2833,-81.25,84.2,72,20,11.5
138,Merauke,ID,2022-12-19 15:47:42,-8.4667,140.3333,80.55,79,100,3.27
139,Port Lincoln,AU,2022-12-19 15:47:43,-34.7333,135.8667,64.8,75,100,7.2
140,Fairbanks,US,2022-12-19 15:45:05,64.8378,-147.7164,-31.04,75,0,0.0
141,Nanakuli,US,2022-12-19 15:47:43,21.3906,-158.1547,73.62,68,75,27.63
142,Macae,BR,2022-12-19 15:47:44,-22.3708,-41.7869,76.75,88,75,8.05
143,Huambo,AO,2022-12-19 15:47:44,-12.7761,15.7392,80.4,44,75,6.91
144,Sinjar,IQ,2022-12-19 15:47:44,36.3209,41.8754,54.0,49,30,1.92
145,Gulariya,NP,2022-12-19 15:47:45,28.2333,81.3333,63.18,70,22,3.96
146,Rocha,UY,2022-12-19 15:47:45,-34.4833,-54.3333,78.82,45,92,15.5
147,Henties Bay,NA,2022-12-19 15:47:45,-22.116,14.2845,65.61,81,15,12.26
148,Talnakh,RU,2022-12-19 15:47:46,69.4865,88.3972,-23.48,100,100,2.48
149,Golden,US,2022-12-19 15:45:05,39.7555,-105.2211,37.67,26,20,28.77
150,Hovd,MN,2022-12-19 15:47:46,48.0056,91.6419,3.16,83,100,1.99
151,Tocopilla,CL,2022-12-19 15:47:46,-22.092,-70.1979,73.96,68,9,6.04
152,Anadyr,RU,2022-12-19 15:47:47,64.75,177.4833,28.9,86,75,29.08
153,Baijiantan,CN,2022-12-19 15:47:47,45.6333,85.1833,8.02,91,53,5.44
154,Mount Isa,AU,2022-12-19 15:47:48,-20.7333,139.5,73.17,83,75,5.75
155,Saskylakh,RU,2022-12-19 15:47:48,71.9167,114.0833,-8.93,98,100,13.4
156,Kupino,RU,2022-12-19 15:47:48,54.3663,77.2981,28.0,91,100,15.68
157,Saint George,US,2022-12-19 15:45:00,37.1041,-113.5841,23.59,74,0,0.0
158,Namatanai,PG,2022-12-19 15:47:49,-3.6667,152.4333,78.51,82,100,3.13
159,Diapaga,BF,2022-12-19 15:47:49,12.0708,1.7889,91.13,9,2,11.99
160,Gazalkent,UZ,2022-12-19 15:47:50,41.5581,69.7708,35.4,55,12,7.99
161,Vanavara,RU,2022-12-19 15:47:50,60.34,102.2797,-22.11,100,97,1.83
162,Miri,MY,2022-12-19 15:47:50,4.4148,114.0089,81.16,94,40,2.3
163,La Ronge,CA,2022-12-19 15:47:51,55.1001,-105.2842,-12.75,70,100,13.8
164,Ozernovskiy,RU,2022-12-19 15:47:51,51.5,156.5167,26.11,92,100,10.76
165,Presidencia Roque Saenz Pena,AR,2022-12-19 15:47:52,-26.7852,-60.4388,94.53,22,0,3.87
166,Coihaique,CL,2022-12-19 15:47:52,-45.5752,-72.0662,61.41,55,0,8.05
167,Puerto Carreno,CO,2022-12-19 15:47:52,6.189,-67.4859,84.18,65,82,13.8
168,Kulu,TR,2022-12-19 15:47:53,39.0951,33.0799,45.01,79,100,14.23
169,Petawawa,CA,2022-12-19 15:47:53,45.9001,-77.3328,28.78,91,92,8.63
170,Bambous Virieux,MU,2022-12-19 15:47:53,-20.3428,57.7575,78.22,72,5,10.74
171,Omboue,GA,2022-12-19 15:47:54,-1.5746,9.2618,80.82,79,100,8.43
172,Tanggu,CN,2022-12-19 15:47:54,39.0211,117.6469,21.16,56,50,4.54
173,Dunedin,NZ,2022-12-19 15:45:29,-45.8742,170.5036,48.79,83,70,5.88
174,Petropavlovsk-Kamchatskiy,RU,2022-12-19 15:47:54,53.0452,158.6483,25.39,54,75,20.13
175,Taltal,CL,2022-12-19 15:47:55,-25.4,-70.4833,71.71,67,2,7.43
176,Sorgun,TR,2022-12-19 15:47:55,39.8101,35.186,39.33,94,100,11.79
177,Wainwright,CA,2022-12-19 15:47:55,52.839,-110.8572,-10.61,99,100,4.38
178,Chokurdakh,RU,2022-12-19 15:47:56,70.6333,147.9167,-8.84,99,67,2.39
179,Tamale,GH,2022-12-19 15:47:56,9.4008,-0.8393,96.08,8,20,8.3
180,Norwood,US,2022-12-19 15:45:15,42.1945,-71.1995,39.94,61,0,21.0
181,Geraldton,AU,2022-12-19 15:44:36,-28.7667,114.6,82.81,32,95,12.66
182,Mayumba,GA,2022-12-19 15:47:57,-3.432,10.6554,79.54,82,99,7.94
183,Kaeo,NZ,2022-12-19 15:48:57,-35.1,173.7833,61.32,94,100,2.57
184,Inta,RU,2022-12-19 15:48:57,66.0317,60.1659,14.67,82,100,13.0
185,Saint Anthony,US,2022-12-19 15:48:58,45.0205,-93.218,8.1,84,100,8.05
186,Ribeira Grande,PT,2022-12-19 15:48:58,38.5167,-28.7,65.77,88,20,14.0
187,Laguna,US,2022-12-19 15:48:58,38.421,-121.4238,43.05,90,100,5.75
188,Thunder Bay,CA,2022-12-19 15:48:59,48.4001,-89.3168,6.78,72,100,4.61
189,Carnarvon,AU,2022-12-19 15:48:59,-24.8667,113.6333,73.56,83,0,7.7
190,Kavaratti,IN,2022-12-19 15:49:00,10.5669,72.642,81.66,70,67,7.0
191,Victoria,HK,2022-12-19 15:45:14,22.2855,114.1577,63.25,73,56,5.99
192,Nichinan,JP,2022-12-19 15:49:00,31.6,131.3667,38.5,65,2,5.73
193,Kodiak,US,2022-12-19 15:49:01,57.79,-152.4072,31.51,80,100,11.5
194,Segou,ML,2022-12-19 15:49:01,13.4317,-6.2157,91.87,9,95,12.41
195,Aichach,DE,2022-12-19 15:49:01,48.4576,11.1341,35.35,97,100,2.3
196,Nikolskoye,RU,2022-12-19 15:49:02,59.7035,30.7861,30.79,91,100,7.87
197,Kerrville,US,2022-12-19 15:46:22,30.0474,-99.1403,45.23,96,100,8.05
198,Hailar,CN,2022-12-19 15:49:02,49.2,119.7,-13.86,100,100,3.74
199,Buala,SB,2022-12-19 15:49:03,-8.145,159.5921,79.29,79,61,2.06
200,Vostok,RU,2022-12-19 15:49:03,46.4856,135.8833,-13.95,98,99,4.43
201,Odweyne,SO,2022-12-19 15:49:03,9.4092,45.064,66.09,43,53,14.23
202,Saint-Philippe,RE,2022-12-19 15:49:04,-21.3585,55.7679,80.19,82,89,11.9
203,Novo Aripuana,BR,2022-12-19 15:49:04,-5.1206,-60.3797,86.34,62,97,3.76
204,Norman Wells,CA,2022-12-19 15:49:04,65.282,-126.8329,-23.76,76,40,4.61
205,Caravelas,BR,2022-12-19 15:49:05,-17.7125,-39.2481,83.35,66,100,8.99
206,Brawley,US,2022-12-19 15:49:05,32.9787,-115.5303,44.82,39,0,5.75
207,Vestmanna,FO,2022-12-19 15:49:06,62.1564,-7.1664,43.72,93,100,6.91
208,Davila,PH,2022-12-19 15:49:06,18.4726,120.5763,75.18,81,100,26.33
209,Kyren,RU,2022-12-19 15:49:06,51.6828,102.1408,-2.7,78,46,2.55
210,Skjervoy,NO,2022-12-19 15:49:07,70.0311,20.9714,15.8,80,100,4.56
211,Coahuayana,MX,2022-12-19 15:49:07,18.7333,-103.6833,80.46,43,1,2.59
212,Farafangana,MG,2022-12-19 15:49:08,-22.8167,47.8333,77.97,87,40,16.28
213,Palembang,ID,2022-12-19 15:48:35,-2.9167,104.7458,80.69,89,20,2.3
214,Sao Filipe,CV,2022-12-19 15:49:08,14.8961,-24.4956,79.79,54,62,11.18
215,Kisaran,ID,2022-12-19 15:49:08,2.9845,99.6158,73.72,97,100,1.7
216,Chiman,PK,2022-12-19 15:49:09,32.5463,73.8138,58.93,31,0,2.84
217,Dombarovskiy,RU,2022-12-19 15:49:09,50.7587,59.5386,31.19,82,100,16.37
218,Urusha,RU,2022-12-19 15:49:09,54.05,122.9,-31.14,95,44,2.64
219,Kiunga,PG,2022-12-19 15:49:10,-6.1219,141.2906,72.88,100,100,1.88
220,Arsenyev,RU,2022-12-19 15:49:10,44.1631,133.2733,-6.41,94,10,2.06
221,Galle,LK,2022-12-19 15:45:57,6.0367,80.217,76.23,86,100,1.77
222,Kirchberg,DE,2022-12-19 15:49:11,50.6167,12.5333,37.81,94,100,8.88
223,Kaputa,ZM,2022-12-19 15:49:11,-8.4689,29.6619,72.57,83,99,3.58
224,Alekseyevskoye,RU,2022-12-19 15:49:12,55.3071,50.1135,6.15,95,70,9.82
225,Gondanglegi,ID,2022-12-19 15:49:12,-7.7479,112.0132,75.56,89,99,4.99
226,Jumla,NP,2022-12-19 15:49:12,29.2747,82.1838,37.89,42,0,4.43
227,Faya,SA,2022-12-19 15:49:13,18.3851,42.4509,59.11,53,10,3.49
228,Mecca,SA,2022-12-19 15:49:13,21.4267,39.8261,78.37,56,9,9.35
229,Maragogi,BR,2022-12-19 15:50:13,-9.0122,-35.2225,84.54,50,9,10.67
230,Nyurba,RU,2022-12-19 15:50:14,63.2842,118.3319,-19.16,95,100,7.11
231,Egvekinot,RU,2022-12-19 15:50:14,66.3167,-179.1667,12.45,49,46,6.46
232,Nhulunbuy,AU,2022-12-19 15:50:15,-12.2333,136.7667,83.01,78,100,9.22
233,Huarmey,PE,2022-12-19 15:50:15,-10.0681,-78.1522,73.92,76,61,8.57
234,Nelson Bay,AU,2022-12-19 15:47:16,-32.7167,152.15,64.0,55,71,8.99
235,College,US,2022-12-19 15:48:39,64.8569,-147.8028,-31.05,74,0,0.0
236,Bambanglipuro,ID,2022-12-19 15:50:16,-7.95,110.2833,78.82,80,46,2.21
237,Axim,GH,2022-12-19 15:50:16,4.8699,-2.2405,80.42,78,42,6.69
238,Sturgeon Falls,CA,2022-12-19 15:50:16,46.3646,-79.9326,25.05,85,80,6.85
239,Mount Gambier,AU,2022-12-19 15:50:17,-37.8333,140.7667,57.16,52,24,8.3
240,Shelburne,CA,2022-12-19 15:50:17,44.0787,-80.2041,27.36,90,88,14.07
241,Shinjo,JP,2022-12-19 15:50:18,38.7586,140.3008,28.15,98,100,1.95
242,Avera,US,2022-12-19 15:50:18,33.194,-82.5271,45.55,46,31,7.76
243,Okha,RU,2022-12-19 15:50:18,53.5739,142.9478,-4.65,88,100,24.43
244,Telimele,GN,2022-12-19 15:50:19,10.9167,-13.3333,95.52,11,77,2.21
245,Kyzyl-Suu,KG,2022-12-19 15:50:19,42.3414,78.0056,22.24,54,1,9.66
246,Oranjemund,NA,2022-12-19 15:50:20,-28.55,16.4333,67.84,71,2,17.31
247,Novyy Urengoy,RU,2022-12-19 15:50:20,66.0833,76.6333,-17.79,100,100,3.67
248,Mendeleyevsk,RU,2022-12-19 15:50:21,55.9082,52.2905,16.84,92,88,11.03
249,Lamu,KE,2022-12-19 15:50:21,-2.2717,40.902,82.62,80,12,16.69
250,Eureka,US,2022-12-19 15:50:22,40.8021,-124.1637,36.79,61,100,3.22
251,Saint-Alexandre,FR,2022-12-19 15:50:22,44.2278,4.6214,57.9,84,100,8.68
252,Umm Kaddadah,SD,2022-12-19 15:50:22,13.6017,26.6876,78.13,22,17,11.27
253,Ilulissat,GL,2022-12-19 15:50:23,69.2167,-51.1,15.75,68,99,7.83
254,Portland,US,2022-12-19 15:46:26,45.5234,-122.6762,38.75,92,100,1.01
255,Naples,IT,2022-12-19 15:46:35,40.8333,14.25,57.02,67,0,6.91
256,Cravo Norte,CO,2022-12-19 15:50:23,6.3017,-70.2041,87.57,50,71,13.06
257,Dobric,RS,2022-12-19 15:50:24,44.7019,19.5814,33.8,75,18,8.72
258,Kungurtug,RU,2022-12-19 15:50:24,50.5994,97.5228,-13.5,97,96,1.99
259,Santa Cruz De La Palma,ES,2022-12-19 15:50:25,28.6835,-17.7642,71.74,68,20,2.3
260,Trat,TH,2022-12-19 15:50:25,12.5,102.5,75.87,71,13,6.93
261,Yichang,CN,2022-12-19 15:50:25,30.7144,111.2847,45.23,47,46,2.06
262,Baykit,RU,2022-12-19 15:50:26,61.67,96.37,-24.83,100,84,3.02
263,Bereda,ES,2022-12-19 15:50:26,43.2686,-7.5406,55.42,100,100,10.45
264,Sorland,NO,2022-12-19 15:50:26,67.667,12.6934,35.46,51,97,13.71
265,Lae,PG,2022-12-19 15:50:27,-6.7221,146.9847,74.61,89,100,4.99
266,Salalah,OM,2022-12-19 15:50:27,17.0151,54.0924,78.15,41,31,16.2
267,Nishihara,JP,2022-12-19 15:50:28,26.1842,127.7558,58.28,63,0,8.05
268,Sola,VU,2022-12-19 15:50:28,-13.8833,167.55,74.07,94,45,0.0
269,Kibiti,TZ,2022-12-19 15:50:28,-7.7218,38.9375,79.74,72,93,9.1
270,Hobyo,SO,2022-12-19 15:51:29,5.3505,48.5268,79.11,75,6,16.35
271,Batagay-Alyta,RU,2022-12-19 15:51:30,67.8006,130.4114,-31.09,100,95,2.37
272,Khasan,RU,2022-12-19 15:51:30,42.4308,130.6434,13.41,60,2,12.37
273,Qasigiannguit,GL,2022-12-19 15:51:30,68.8193,-51.1922,12.6,71,93,6.73
274,Ishigaki,JP,2022-12-19 15:51:31,24.3448,124.1572,64.53,68,75,14.97
275,Fare,PF,2022-12-19 15:51:31,-16.7,-151.0167,79.02,75,98,7.16
276,Taywarah,AF,2022-12-19 15:51:31,33.35,64.4167,29.75,67,45,2.55
277,Brigantine,US,2022-12-19 15:51:32,39.4101,-74.3646,37.2,54,0,17.27
278,Dalby,AU,2022-12-19 15:51:32,-27.1833,151.2667,60.98,71,53,1.01
279,Ratnagiri,IN,2022-12-19 15:51:32,16.9833,73.3,76.75,71,32,7.54
280,Kongolo,CD,2022-12-19 15:51:33,-5.3833,27.0,73.58,92,84,4.34
281,Ginir,ET,2022-12-19 15:51:33,7.1333,40.7,63.07,36,70,3.09
282,Qui Nhon,VN,2022-12-19 15:51:33,13.7667,109.2333,68.11,91,100,13.6
283,Tiksi,RU,2022-12-19 15:51:34,71.6872,128.8694,-8.28,100,100,7.49
284,Tura,IN,2022-12-19 15:51:34,25.5198,90.2201,62.13,79,67,2.71
285,Sandovo,RU,2022-12-19 15:51:34,58.4602,36.4128,24.53,90,92,8.01
286,Sao Joao Da Barra,BR,2022-12-19 15:51:35,-21.6403,-41.0511,77.09,91,100,16.64
287,Becerril,CO,2022-12-19 15:51:35,9.7041,-73.2793,89.02,44,100,1.21
288,Kaitangata,NZ,2022-12-19 15:51:36,-46.2817,169.8464,48.13,92,78,2.95
289,Abalak,RU,2022-12-19 15:51:36,58.1286,68.5944,32.2,98,100,9.37
290,Cabo San Lucas,MX,2022-12-19 15:51:36,22.8909,-109.9124,71.51,70,7,1.01
291,Hithadhoo,MV,2022-12-19 15:51:37,-0.6,73.0833,81.55,72,78,11.41
292,Ashtian,IR,2022-12-19 15:51:37,34.5217,50.0019,37.2,57,0,1.01
293,Provideniya,RU,2022-12-19 15:51:37,64.3833,-173.3,20.59,84,96,15.1
294,Birao,CF,2022-12-19 15:51:38,10.2849,22.7882,85.01,17,15,4.76
